selected,url,fiction_id,title,relevance_score,quality_score,combined_score,followers,rating,rating_count,popularity_hits,search_hits,tags,reasons,quality_reasons,synopsis
True,https://www.royalroad.com/fiction/122779/bloodstone-volume-i-imminence,122779,Bloodstone: Volume I: Imminence,18.5,6.32323941192646,24.82323941192646,257,,,1,0,"[""Psychological"", ""Sci-fi"", ""Adventure"", ""Horror""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=257""]","We all walk our own roads. Some paths lead us astray, others to glory. Some traverse directly to salvation, others recede into damnation. But no matter what influences us, the road continues on, whether it is as pristine as a hallowed grove or as filthy as a bloodied warzone.

The wounds and conditions we bear may or may not have been a result of our own decisions. But do they strictly determine what we shall do from here on? Does it stop us from being the best version of ourselves?

The journey of life, often fraught with difficulty and torment, is one that we all experience within existence. As we are, were, and always will be a part of it.

For a Heart Without Blood is an Empty Vessel."
True,https://www.royalroad.com/fiction/141808/awakeners-truth-villain-mc-mastermind-ruthless,141808,"Awakener's Truth [Villain MC, Mastermind, Ruthless]",18.5,6.0423785981398765,24.542378598139877,104,,,1,2,"[""Urban Fantasy"", ""Progression"", ""Anti-Hero Lead"", ""Psychological"", ""Secret Identity"", ""Action"", ""Horror"", ""Low Fantasy"", ""Magic"", ""Supernatural""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=104""]","He just wanted to save his sister. Now he has to survive the truth.

​Selim was a nobody—a quiet student plagued by terrifying nightmares—until the day he woke up with a playing card in his hand and a voice in his head. Awakened with the power of ""Zero""—the ability to erase existence itself—he finds himself hunting the very people who prey on the weak.

​But power is based on conviction, and every use of his ability strips away a piece of his humanity.

​As Selim climbs the ranks of the Awakeners, building a following of the lost and broken, he attracts the attention of the Black Water Association—a covert government agency led by a man who shares a tragic, bloody past with Selim’s own father.

​In a world where belief defines reality, Selim must decide: Will he be the hero who saves the day, or the monster who deletes it?"
True,https://www.royalroad.com/fiction/138224/and-yet-the-lotus-blooms-xianxia,138224,And Yet the Lotus Blooms (Xianxia),18.5,5.779758172802473,24.279758172802474,137,,,1,0,"[""Progression"", ""Cultivation"", ""Psychological"", ""Male Lead"", ""Action"", ""Adventure"", ""Fantasy"", ""Crafting"", ""High Fantasy"", ""Local Protagonist"", ""Low Fantasy"", ""Magic"", ""Martial Arts"", ""Survival""]","[""philosophy:mortality"", ""strong-tag:psychological""]","[""followers=137""]","The Blue Moon blesses the sentient races, giving humanity the beauty of Cultivation; the Red Moon blesses the beasts of the land, giving them the gift of powerful bodies and an unending desire for blood.

The Heavens cursed and keep cursing Chang Heng, imposing a sickness that's corroding his very life, wishing him gone young; what little time he had was spent in the company of his family and the books of his ancestor, far away from the countless beauties and dangers of the world.

On the night of his sixteenth birthday, he awakens as a Cultivator, one of the people able to gather Qi, gain mystical abilities, reach immortality and defy those same Heavens that want him gone. Untalented and unexperienced in the real world, his only advantage is the knowledge he has gained in years of forced solitude, and a curiosity that knows no bounds.

With two months left to live, that won't be enough, but it doen't mean he won't give his all.

On his Path wait enemies, curses, the worst of luck and uncountable trials, but to be a Cultivator is to bloom like a lotus, whether you find yourself in a bountiful pond, or in a dirty puddle by the side of a street."
True,https://www.royalroad.com/fiction/126468/second-soul,126468,Second Soul,18.5,5.651093922785061,24.151093922785062,118,,,1,0,"[""Portal Fantasy / Isekai"", ""Psychological"", ""Male Lead"", ""Action"", ""Adventure"", ""Mystery"", ""Reincarnation"", ""Supernatural""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=118""]","""What is a king without its people?""

A thought that etched itself into Elliot's, the last king of Velharis, and the one born to witness the end of his kingdom.

A king who died standing, even in his final moment, is to be reborn in a world that frankly does not need the existence of an anomaly like him."
True,https://www.royalroad.com/fiction/124727/the-monkey-kings-odyssey,124727,The Monkey King’s Odyssey,18.5,5.643764014612251,24.143764014612252,117,,,1,0,"[""Progression"", ""Wuxia"", ""Psychological"", ""Non-Human Lead"", ""Slice of Life"", ""Adventure"", ""Drama"", ""Fantasy"", ""Cultivation"", ""High Fantasy"", ""Local Protagonist"", ""Mythos""]","[""philosophy:mortality"", ""strong-tag:psychological""]","[""followers=117""]","Atop the Mountain of Flowers and Fruit, a stone egg cracks open, and a golden-furred monkey enters the world without a name, a family, or any understanding of what he is.

Taken in by a clan of monkeys, he finds a home, earns a crown, and builds a kingdom beyond the Water Curtain. Three centuries pass. His clan grows older. Their king does not.

When he realizes that even paradise cannot protect those he loves from death, the Monkey King leaves his island and crosses the sea in search of immortality.

Beyond the mountain awaits a world of humans, yao, dragons, and ancient spirits—each carrying a different answer about life, loss, and eternity.

To find an immortal master, the Monkey King must travel far away from home, discover his own name, and choose the path that will shape his destiny.

⟡ ⊶— ❖ ⟅⚜⟆ ❖ —⊷ ⟡

Published only on Royal Road and Webnovel / Made in Québec, Canada

AI-assisted English translation from the author’s original French manuscript, manually revised for style and consistency."
True,https://www.royalroad.com/fiction/141701/ashes-of-the-old-law,141701,ASHES OF THE OLD LAW,18.5,5.606156886966839,24.10615688696684,112,,,1,0,"[""Post Apocalyptic"", ""Anti-Hero Lead"", ""Grimdark"", ""Psychological"", ""Steampunk"", ""Fantasy"", ""Horror"", ""Sci-fi"", ""High Fantasy"", ""Magic"", ""Male Lead""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=112""]","When the world ended, it didn’t burn. It rotted.

The ancient Law — the metaphysical Law that once governed reality — died without warning. The soil turned sterile. Machines screamed in agony. Cities choked on their own industrial fumes.

Li Hanwen, an archaeology student from modern Earth, wakes up in this corpse of a world.

He has no instructions, no cheats, and a massive debt inherited from a dead man. His only companion is a winged girl who has lost her own name.

To the mechanical horrors below and the rulers above, their existence is a glitch that must be purged.

Caught between a collapsing ecosystem and a murdered metaphysical system, Hanwen must survive using the only tool he has: his ability to decipher the agonizing traces of the Old Law.

He must find the answers:

Who killed the world?

Why was he dragged into the ashes?

And what waits beneath the ruins of the Seven Realms?

What to expect:

Atmospheric Dark Fantasy:

A slow-burn survival story set in a rotting industrial wasteland.

Logical Protagonist:

An archaeologist who solves problems through deduction and pain, not brute force.

Progression without Numbers:

No blue boxes, no status screens. Just organic growth, body horror, and ancient mysteries.

Cosmic Horror &

Biopunk / Industrial Fantasy

Elements.

Translation Note:

This story is originally written in Traditional Chinese by the author. AI tools are used to assist with localization to ensure the dark, gritty atmosphere conveys correctly for English readers."
True,https://www.royalroad.com/fiction/141865/to-be-a-supernova,141865,To Be A Supernova,18.5,5.574852995881248,24.074852995881248,108,,,1,0,"[""Progression"", ""Psychological"", ""Female Lead"", ""Tragedy"", ""Drama"", ""Romance""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=108""]","To Be A Supernova is an 18+ Mature Pokémon Fanfic with some very heavy themes blended in with witty humour and lots of lemony twists that don't hold back on the sour. Expect the unexpected, be prepared to be pushed to your limits, and don't be surprised if you find your toes curling.

This is the first book of a trilogy set. It is a fully completed book and the chapters will be released regularly.

TO BE A SUPERNOVA SUMMARY

Serena D'Amour was a woman of many labels. She was a history maker. The managing co-founder of the finest non-battling academy to exist. And unfortunately, she was also a sexually disgusting degenerate who was the last person to see the beloved Lost Monarch before his disappearance during the Season of Suffering.

So of course, one week before the 6th anniversary of the world-changing reality rift that caused the Season of Suffering, Serena finds herself yet again haunted by the ghost of the Lost Monarch, who today has chosen to torment her through the lips of a wealthy investor. Even her girlfriends at girls' night cannot resist when a slip of words from their new squad member gives them the chance to pry.

Drunk and exhausted, Serena loses control of her curated persona, opening up to her girlfriends about the impact of her existence being reduced to the penetrative whims of the Lost Monarch.

In this moment of vulnerability, his ghost subtly softens, as Serena now finds herself blazing down a pathway of sexual reclamation and emotional evolution as she attempts to remove the Lost Monarch out of her heart so that she can move on and have the chance to fall in love with somebody else."
True,https://www.royalroad.com/fiction/134217/children-of-caber,134217,Children of Caber,18.5,5.5668475109739,24.0668475109739,107,,,1,0,"[""Post Apocalyptic"", ""Psychological"", ""Sci-fi"", ""Action"", ""Fantasy"", ""Attractive Lead"", ""Gender Bender"", ""Magic"", ""Supernatural""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=107""]","In the not-so-distant future, humanity flees a dying Earth in search of survival among the stars. Their journey leads them to

Caber

, a strange and vibrant planet that seems to promise refuge. But the native inhabitants of Caber see the newcomers not as guests—but as intruders.

When the children of the human settlers mysteriously vanish, whispers of abduction ripple through the colony. Desperate parents set out across Caber’s unforgiving wilderness, determined to reclaim what was taken. Their search drags them into a world of breathtaking wonders and terrifying dangers—where alien creatures, shifting landscapes, and hostile forces test the limits of human endurance.

As survival collides with the primal urge to protect their young, the settlers must face a haunting truth: on Caber, the greatest threat may not be the planet itself, but the fragile line between coexistence and war."
True,https://www.royalroad.com/fiction/145429/mage,145429,Mage,18.5,5.464542466079137,23.964542466079138,95,,,1,0,"[""Progression"", ""Anti-Hero Lead"", ""Psychological"", ""Male Lead"", ""Strong Lead"", ""Adventure"", ""Fantasy"", ""Tragedy"", ""High Fantasy"", ""Magic"", ""Mythos"", ""Supernatural""]","[""psychology:trauma"", ""strong-tag:psychological""]","[""followers=95""]","Powered by grief, loss, and trauma, a legendary mage who vanished two centuries ago returns to the world — and his return is anything but subtle.

For some, it marks the end of an age of peace. For others, the return of a long-forgotten hero. As the legend walks the world once more, he begins a quiet journey not for conquest, but for something he lost long ago: peace."
True,https://www.royalroad.com/fiction/183537/feasting-on-immortalsdark-xianxia,183537,Feasting on Immortals【Dark Xianxia】,14.0,9.583930694097617,23.583930694097617,1208,,82,1,0,"[""Progression"", ""Villainous Lead"", ""Wuxia"", ""Comedy"", ""Drama"", ""Mystery"", ""Satire"", ""Cultivation"", ""Grimdark"", ""High Fantasy""]","[""psychology:sanity"", ""psychology:insanity""]","[""followers=1208"", ""rating_count=82""]","（Based on ancient Chinese mythology and the Daoist cultivation system, this is a dark Xianxia novel in the vein of Dao of the Bizarre Immortal and Reverend Insanity. The protagonist is unhinged, and the author was equally unhinged while writing it.）

Fang Cheng has a demonic sword lodged in his soul. It whispers for blood, for carnage, for the sweet taste of human fear. To keep it from taking over, he forces every monster and villain he meets to say three words out loud: ""You are a good person.""

The more they say it, the more he believes it. The more he believes it, the less he turns into a mindless killing machine. Not only that, but he also had to keep doing good deeds and keep killing those bad people who slandered him.

A mad cultivator who devours villains must save a dying world. But in a world of scheming gods and demons, is he the savior or the worst monster of all?

He tells himself he's the hero. The people he roasts alive might disagree.

（English isn't my first language. So if anything I translate comes out wrong or confusing, just tell me. I'm doing my best to learn.）"
True,https://www.royalroad.com/fiction/142206/animal-instinct,142206,Animal Instinct,17.5,6.0587675553704194,23.55876755537042,106,,,1,2,"[""Progression"", ""Anti-Hero Lead"", ""War and Military"", ""Grimdark"", ""Psychological"", ""Action"", ""Adventure"", ""Fantasy"", ""Anti-Villain Lead"", ""Apocalypse"", ""Genetically Engineered"", ""Magitech"", ""Monster Evolution"", ""Multiple Lead Characters"", ""Mythos"", ""Non-Human Lead"", ""Strong Lead"", ""Supernatural""]","[""philosophy:identity"", ""strong-tag:psychological""]","[""followers=106""]","This is a slow-burn dark fantasy about power, guilt, and identity. Arthur, the emperor of a small town and captain of the V.O.I.D. organization. Things get complicated when Astra, a girl escaping from hell, meets Arthur, and for reasons related to the past, Arthur decides to help her."
True,https://www.royalroad.com/fiction/91902/the-infamous-denor-kara,91902,The Infamous Denor Kara,16.0,5.418082784642188,21.418082784642188,90,,,1,0,"[""Space Opera"", ""Comedy"", ""Male Lead"", ""Sci-fi"", ""Strong Lead"", ""Fantasy"", ""Satire"", ""Magic"", ""Soft Sci-fi"", ""Supernatural""]","[""psychology:unreliable narrator"", ""psychology:sanity""]","[""followers=90""]","The Infamous Denor Kara is a gigantic (read: largest series ever written) biographical first-person comedy with an unreliable narrator of questionable sanity. It's all about one man's exploits in a vast science fantasy universe he helped shape.

Brace yourself for over 24 million words of chronological comedic waffling. Now let's hear from Denor, because that's always a good idea.

But please remember, this story isn't for you, or for the archives. It's for her. Still. Always.

Disclaimer: the haphazard and entirely human writing of this series is being heavily modified using artificial intelligence. It is the only intelligence you will find in these pages."
True,https://www.royalroad.com/fiction/135618/globus,135618,Globus,13.0,7.3790385052372365,20.379038505237236,86,,,2,2,"[""Multiple Lead Characters"", ""Drama"", ""Fantasy"", ""Female Lead"", ""Non-Human Lead""]","[""psychology:trauma"", ""psychology:madness""]","[""followers=86""]","The city of Nelatte is an immense spiderweb stretching vertically between the walls of Faspath, a wide bottomless chasm.

Legend has it that Faspath did not always exist: it was formed centuries ago by the violent impact of a giant liquid sphere that fell from the sky, the mysterious

Globus

,

that cracked the planet’s crust

.

Now, disturbing phenomena are happening.

There are some saying that Faspath is moving again.

That it is

closing

.

Seluma, a 150-year-old Lumacid and restaurant owner with a strong practical sense, will have none of this. No matter what her friends are saying or how the world around her is plunging into madness, she will stay calm and go about her business as usual.

As long as someone dear to her is not in danger.

What to expect:

* peculiar non-human characters, hybrids, automata and deities

* a bunch of diverse characters facing a hopeless situation

* a little bit of mystery

* a parallel storyline in which the MC moves backward in time

* warning: a suicide scene (nothing graphic)

* some other mild disturbing content: alien biology, alien reproduction, mention of blood, child trauma, burn scars, self harm for science, self sacrifice

What not to expect:

* epic battles

* sappy romance

* teen characters"
True,https://www.royalroad.com/fiction/129283/the-tribulations-of-lucas-bagge-classic-cartoon,129283,The Tribulations of Lucas Bagge (Classic Cartoon Network Fanfic),14.0,5.606156886966839,19.60615688696684,112,,,1,0,"[""Urban Fantasy"", ""Anti-Hero Lead"", ""Comedy"", ""Male Lead"", ""Sci-fi"", ""Adventure"", ""Fantasy"", ""Low Fantasy"", ""School Life"", ""Slice of Life""]","[""psychology:sanity"", ""psychology:insanity""]","[""followers=112""]","Lucas Bagge has not had an easy life. All his life he's been caught in the middle of wild and crazy events. From being kidnapped by mutant hillbillies to having to deal with an alien hamster in his closet, Lucas was no stranger to the world's insanity.

This hasn't made normal life easy for him, though. No one wanted to associate with someone who only attracted trouble, including his own family. They often send him away after too many incidents, so they can live quietly while he deals with his next set of problems alone.

The latest trip took Lucas to Townsville, a city with its own crazy issues. It was an odd choice made at the last minute, but Lucas may just find people he can relate to in the city where monsters and supervillains run amok. That doesn't mean Lucas' problems go away. If anything, they're bound to get worse.

At least this time, Lucas won't have to face them alone."
True,https://www.royalroad.com/fiction/141733/soul--the-killer-king-progression-fantasy-time,141733,Soul -The killer King [ PROGRESSION FANTASY/ TIME LOOP ],13.0,5.491270389195099,18.4912703891951,98,,,1,0,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Time Loop"", ""Progression"", ""Comedy"", ""Action"", ""Adventure"", ""Fantasy"", ""Dungeon Core"", ""GameLit"", ""Grimdark"", ""Magic"", ""Time Travel""]","[""psychology:sanity"", ""psychology:madness""]","[""followers=98""]","Synopsis

: *In a world suffocated by the black mist of the Void, the color of one's eyes has become the ultimate seal of power-or death. Beneath the putrid fog that has poisoned the air, five nations have risen under kings with violet irises, mercilessly hunting those born with the Void's shadowed gaze. Across the lands, the legendary Golden Eye shines as a tenuous promise of redemption, reserved for the few graced by divine blessing.

When Zack Fair, marked from birth by the feared Black Eyes, realizes his fate is sealed by royal wrath, a flame of rebellion ignites in his chest. Hunted by the king's emissaries and pursued by the darkness coursing through his veins, he refuses to vanish into the shadows.

Amid monsters from the mythical Red Continent and tangled palace intrigues, Zack will discover that the true war lies not only beyond the battlefield but within himself-and that hope can be reborn even where only ashes remain.

“Alma – The King’s Assassin”

is a dark fantasy novel in which Zack Fair, marked by the Black Eyes, confronts a cruel world ruled by violet-eyed kings, embarking on a journey of survival and rebellion across a Red Continent consumed by the Void.

Plot and Premise

The story takes place in a universe devastated by the black mist of the Void, where eye color determines power or death. Five nations are ruled by kings with violet eyes who relentlessly persecute individuals with black eyes, known as the Children of the Void. The legendary Golden Eye represents a hope of redemption that few ever attain, while Zack Fair, the protagonist, is born marked by the dreaded Black Eyes and condemned by fate to be hunted by the king’s emissaries.

Zack faces mystical monsters and palace conspiracies, discovering that the true battle is not only external, but internal as well. His journey explores themes of rebellion, redemption, and survival in a corrupted world.

The narrative includes elements of dark fantasy, horror, and character progression, with time loops woven into certain parts of the plot.

Main Characters

Zack Fair:

Hero and bearer of the Black Eyes, marked by the Void since birth, he lives between darkness and hope, confronting both human enemies and supernatural monsters.

K:

Zack’s ally — cunning and skilled — who accompanies him on various hunts and through moments of intense violence, offering both emotional and strategic support.

Violet-Eyed Kings:

They rule and hunt the Black Eyes, embodying absolute authoritarianism and the imbalance of power.

Themes and Setting

The work is dense and grim, blending fantasy, horror, and science fiction, set in decaying cities, blood-soaked battlefields, and landscapes where monsters emerge from the Black Mist. The novel also explores the world as seen through the Void, where some characters lose their sanity while others transform madness into resistance.

Publication and Availability

Author:

L.K. Nocturne, a Brazilian dark fantasy writer.

Edition:

First edition, published in October 2025.

Formats:

Available as a Kindle eBook and as a legal PDF for online reading.

Number of books in the series:

Book 1 and Book 2 (with time-loop elements).

The book is recommended for readers who enjoy dark fantasy, complex narratives, and character progression within brutal and magical worlds.

Ebook/ book:

Amazon.com: Soul - The killer King: 9798267135962: Nocturne, L.k, Cruz, Leonardo: Livros"
